ID,ADDRESS,MATCH_IND,MATCH_TYPE,MATCH_ADDRESS,GEOCODE,COL7,COL8
171,"7102 Brighton Village St, Las Vegas, NV, 89166",Match,Exact,"7102 BRIGHTON VILLAGE ST, LAS VEGAS, NV, 89166","-115.326904,36.290077",627781527,R
172,"3151 Soaring Gulls Dr Unit: 1169, Las Vegas, NV, 89128",Match,Exact,"3151 SOARING GULLS DR, LAS VEGAS, NV, 89128","-115.27422,36.217472",201904848,L
173,"6993 Grand Junction Ave, Las Vegas, NV, 89179",Match,Non_Exact,"6993 W GRAND JUNCTION AVE, LAS VEGAS, NV, 89179","-115.24508,35.987373",625230374,R
174,"3011 Pinto Ln, Las Vegas, NV, 89107",Match,Exact,"3011 PINTO LN, LAS VEGAS, NV, 89107","-115.181885,36.164406",201864782,L
175,"7833 Painted Sunset Dr, Las Vegas, NV, 89149",Match,Exact,"7833 PAINTED SUNSET DR, LAS VEGAS, NV, 89149","-115.267494,36.256866",201888766,L
176,"2200 S Fort Apache Rd Unit 1101, Las Vegas, NV, 89117",Match,Non_Exact,"2200 S FORT APACHE RD, LAS VEGAS, NV, 89117","-115.29725,36.14842",638575014,L
177,"7968 Dorinda Ave, Las Vegas, NV, 89147",Match,Exact,"7968 DORINDA AVE, LAS VEGAS, NV, 89147","-115.2652,36.111366",201900527,R
178,"1942 Country Cove Ct, Las Vegas, NV, 89135",Match,Exact,"1942 COUNTRY COVE CT, LAS VEGAS, NV, 89135","-115.351654,36.154793",630483892,L
179,"3400 Cabana Dr Unit 1119, Las Vegas, NV, 89122",Match,Exact,"3400 CABANA DR, LAS VEGAS, NV, 89122","-115.05624,36.127464",201949455,L
180,"3035 Plan, Las Vegas, NV, 89131",No_Match,,,,,
181,", Las Vegas, NV, 89178",No_Match,,,,,
182,"1403 S 6Th St, Las Vegas, NV, 89104",Match,Exact,"1403 S 6TH ST, LAS VEGAS, NV, 89104","-115.146194,36.153778",201867631,L
183,"5055 W Hacienda Av Unit: 1019, Las Vegas, NV, 89118",No_Match,,,,,
184,"6570 Arrow Creek Ct, Las Vegas, NV, 89156",Match,Exact,"6570 ARROW CREEK CT, LAS VEGAS, NV, 89156","-115.02926,36.211693",201931848,L
185,"3059 Regal Cove St, Las Vegas, NV, 89117",Match,Exact,"3059 REGAL COVE ST, LAS VEGAS, NV, 89117","-115.26832,36.133575",201949218,R
186,"2756 Blairgowrie Dr, Henderson, NV, 89044",Match,Exact,"2756 BLAIRGOWRIE DR, HENDERSON, NV, 89044","-115.10344,35.92918",632849557,R
187,"605 Dolores Dr, Las Vegas, NV, 89107",Match,Exact,"605 DOLORES DR, LAS VEGAS, NV, 89107","-115.240715,36.179047",201859702,R
188,"7736 Villa Andrade Ave, Las Vegas, NV, 89131",Match,Exact,"7736 VILLA ANDRADE AVE, LAS VEGAS, NV, 89131","-115.26332,36.306602",201999797,R
189,"7225 Scenic Desert Ct, Las Vegas, NV, 89131",Match,Exact,"7225 SCENIC DESERT CT, LAS VEGAS, NV, 89131","-115.26761,36.291874",201935638,L
190,"8792 Blue Wolf St, Las Vegas, NV, 89123",Match,Exact,"8792 BLUE WOLF ST, LAS VEGAS, NV, 89123","-115.12785,36.02971",632589490,L
191,"1916 Salvation St, North Las Vegas, NV, 89115",Match,Non_Exact,"1916 N SALVATION ST, LAS VEGAS, NV, 89115","-115.0929,36.194084",627235192,R
192,"9716 Templemore Ave Unit 103, Las Vegas, NV, 89129",Match,Exact,"9716 TEMPLEMORE AVE, LAS VEGAS, NV, 89129","-115.30744,36.221558",201934254,R
193,"10016 Sharp Ridge Ave, Las Vegas, NV, 89149",Match,Exact,"10016 SHARP RIDGE AVE, LAS VEGAS, NV, 89149","-115.312706,36.30094",612990864,R
194,"8025 Caspian Moon Dr, Las Vegas, NV, 89166",Match,Exact,"8025 CASPIAN MOON DR, LAS VEGAS, NV, 89166","-115.304565,36.30718",612988134,L
195,"4216 Royal Scots Ave, Las Vegas, NV, 89141",Match,Exact,"4216 ROYAL SCOTS AVE, LAS VEGAS, NV, 89141","-115.19546,35.988647",201998572,R
196,"7330 Bluemist Mountain Ct, Las Vegas, NV, 89113",Match,Exact,"7330 BLUEMIST MOUNTAIN CT, LAS VEGAS, NV, 89113","-115.25132,36.042576",612684788,R
197,"831 Stonehenge St, Las Vegas, NV, 89110",Match,Exact,"831 STONEHENGE ST, LAS VEGAS, NV, 89110","-115.046135,36.17522",201876656,L
198,"2675 Niddrie Ave, Henderson, NV, 89044",Match,Exact,"2675 NIDDRIE AVE, HENDERSON, NV, 89044","-115.10157,35.92767",624597749,R
199,"6515 Shining Sand Ave, Las Vegas, NV, 89142",Match,Exact,"6515 SHINING SAND AVE, LAS VEGAS, NV, 89142","-115.03105,36.141182",201971390,R
200,"10425 Bolting Cloud Dr, Las Vegas, NV, 89178",Match,Non_Exact,"10425 S BOLTING CLOUD DR, LAS VEGAS, NV, 89178","-115.29298,35.99915",625224874,L
201,"7265 Laredo St, Las Vegas, NV, 89117",Match,Exact,"7265 LAREDO ST, LAS VEGAS, NV, 89117","-115.25037,36.14212",624445135,L
202,"261 Misty Isle Ln Unit D, Las Vegas, NV, 89107",Match,Exact,"261 MISTY ISLE LN, LAS VEGAS, NV, 89107","-115.23994,36.17641",201859729,R
203,"923 Royalmile Way, Las Vegas, NV, 89032",Match,Non_Exact,"923 ROYALMILE WAY, NORTH LAS VEGAS, NV, 89032","-115.1545,36.229374",201944184,L
204,"3456 Jewel Cave Dr, Las Vegas, NV, 89122",Match,Exact,"3456 JEWEL CAVE DR, LAS VEGAS, NV, 89122","-115.05826,36.126366",201878597,L
205,"3111 Bel Air Dr Unit 27, Las Vegas, NV, 89109",Match,Exact,"3111 BEL AIR DR, LAS VEGAS, NV, 89109","-115.14084,36.13276",201870815,R
206,"9348 Pinnacle Cove St, Las Vegas, NV, 89123",Match,Exact,"9348 PINNACLE COVE ST, LAS VEGAS, NV, 89123","-115.13581,36.019405",201926303,L
207,"6417 Salmon Mountain Ave, Las Vegas, NV, 89122",Match,Exact,"6417 SALMON MOUNTAIN AVE, LAS VEGAS, NV, 89122","-115.03304,36.124107",612988765,R
208,"2071 Via Firenze, Henderson, NV, 89044",Match,Exact,"2071 VIA FIRENZE, HENDERSON, NV, 89044","-115.124985,35.95246",624596277,R
209,"7521 Dry Pines Cir, Las Vegas, NV, 89129",Match,Exact,"7521 DRY PINES CIR, LAS VEGAS, NV, 89129","-115.25889,36.24557",201906839,L
210,"2012 Gray Eagle Way, Las Vegas, NV, 89117",Match,Exact,"2012 GRAY EAGLE WAY, LAS VEGAS, NV, 89117","-115.29177,36.147766",201901587,L
211,"3053 Casey Dr Unit: 201, Las Vegas, NV, 89120",Match,Exact,"3053 CASEY DR, LAS VEGAS, NV, 89120","-115.10817,36.095707",201911813,R
212,"225 Grandfalls Bluff Ave, Las Vegas, NV, 89031",Match,Non_Exact,"225 W GRANDFALLS BLUFF AVE, NORTH LAS VEGAS, NV, 89031","-115.142426,36.261013",637202343,L
213,"6423 Swan Song Rd, Las Vegas, NV, 89142",Match,Exact,"6423 SWAN SONG RD, LAS VEGAS, NV, 89142","-115.03344,36.158314",201913777,R
214,", Las Vegas, NV, 89117",No_Match,,,,,
215,"5116 Jordan Frey St Unit 204, Las Vegas, NV, 89130",Match,Exact,"5116 JORDAN FREY ST, LAS VEGAS, NV, 89130","-115.24297,36.255363",201907256,R
216,"5880 Bunch St, Las Vegas, NV, 89122",Match,Exact,"5880 BUNCH ST, LAS VEGAS, NV, 89122","-115.041725,36.097446",201880087,L
217,"300 Pinecliff Dr, Las Vegas, NV, 89145",Match,Exact,"300 PINECLIFF DR, LAS VEGAS, NV, 89145","-115.25185,36.16961",201858305,R
218,"10324 Summit Canyon Dr, Las Vegas, NV, 89144",Match,Exact,"10324 SUMMIT CANYON DR, LAS VEGAS, NV, 89144","-115.32101,36.168804",201967238,L
219,"4236 Orangeblossom Ct, Las Vegas, NV, 89108",Match,Exact,"4236 ORANGEBLOSSOM CT, LAS VEGAS, NV, 89108","-115.24162,36.23729",201858492,L
220,"4561 Sandirose Way, Las Vegas, NV, 89122",Match,Exact,"4561 SANDIROSE WAY, LAS VEGAS, NV, 89122","-115.04454,36.106716",201928810,R
221,"5274 Tipper Ave, Las Vegas, NV, 89122",Match,Non_Exact,"5274 E TIPPER AVE, LAS VEGAS, NV, 89122","-115.05767,36.090977",632840846,L
222,"6273 Enchanted Creek Pl, Las Vegas, NV, 89122",Match,Exact,"6273 ENCHANTED CREEK PL, LAS VEGAS, NV, 89122","-115.03642,36.118618",612683640,R
223,"27 E Agate Av Unit: 208, Las Vegas, NV, 89123",Tie,,,,,
224,"2777 Paradise Rd Unit 3406, Las Vegas, NV, 89109",Match,Exact,"2777 PARADISE RD, LAS VEGAS, NV, 89109","-115.1548,36.138577",201869829,R
225,"6923 China Ridge Ct, Las Vegas, NV, 89149",Match,Exact,"6923 CHINA RIDGE CT, LAS VEGAS, NV, 89149","-115.30413,36.28726",612690158,L
226,"556 Staghorn Pass Ave, Las Vegas, NV, 89183",Match,Exact,"556 STAGHORN PASS AVE, LAS VEGAS, NV, 89183","-115.15142,35.99445",201996689,L
227,"8861 Red Fox Dr, Las Vegas, NV, 89123",Match,Exact,"8861 RED FOX DR, LAS VEGAS, NV, 89123","-115.12943,36.02886",632589625,R
228,", Las Vegas, NV, 89119",No_Match,,,,,
229,"1704 Navajo Lake Way, Las Vegas, NV, 89128",Match,Exact,"1704 NAVAJO LAKE WAY, LAS VEGAS, NV, 89128","-115.25518,36.191223",201905072,R
230,"6955 N Durango Dr Unit 2005, Las Vegas, NV, 89149",Match,Non_Exact,"6955 DURANGO DR, LAS VEGAS, NV, 89113","-115.27927,36.059864",624775421,R
231,"5322 Taravilla Cir, Las Vegas, NV, 89146",Match,Exact,"5322 TARAVILLA CIR, LAS VEGAS, NV, 89146","-115.21382,36.137993",201862852,R
232,"686 Running Putt Way, Las Vegas, NV, 89148",Match,Exact,"686 RUNNING PUTT WAY, LAS VEGAS, NV, 89148","-115.284256,36.035347",612989558,L
233,"1141 Nevada Sky St, Las Vegas, NV, 89128",Match,Exact,"1141 NEVADA SKY ST, LAS VEGAS, NV, 89128","-115.27795,36.183426",201933972,L
234,"8867 Canyon Saddle St, Las Vegas, NV, 89148",Match,Non_Exact,"8867 S CANYON SADDLE ST, LAS VEGAS, NV, 89148","-115.2866,36.02698",627160653,R
235,", Las Vegas, NV, 89147",No_Match,,,,,
236,"2900 Morning Dew St, Las Vegas, NV, 89117",Match,Exact,"2900 MORNING DEW ST, LAS VEGAS, NV, 89117","-115.31041,36.13869",201929087,L
237,"2000 Fashion Show Dr Unit: 4721, Las Vegas, NV, 89109",Match,Exact,"2000 FASHION SHOW DR, LAS VEGAS, NV, 89109","-115.168236,36.127857",201989527,R
238,"10122 Ragdoll Ave, Las Vegas, NV, 89166",Match,Non_Exact,"10122 W RAGDOLL AVE, LAS VEGAS, NV, 89166","-115.31584,36.301422",627162051,R
239,"7417 Via Rimini St, Las Vegas, NV, 89131",Match,Exact,"7417 VIA RIMINI ST, LAS VEGAS, NV, 89131","-115.249115,36.2951",612679460,L
240,"65 Meadowhawk Ln, Las Vegas, NV, 89135",Match,Exact,"65 MEADOWHAWK LN, LAS VEGAS, NV, 89135","-115.34532,36.115173",623798586,R
241,"8265 Wildwood Glen Dr, Las Vegas, NV, 89131",Match,Non_Exact,"8265 WILDWOOD GLEN AVE, LAS VEGAS, NV, 89131","-115.27673,36.292778",641493531,L
242,"673 Kew Gardens Dr, Las Vegas, NV, 89178",Match,Exact,"673 KEW GARDENS DR, LAS VEGAS, NV, 89178","-115.30406,36.035793",627161334,R
243,"816 Hedge Way Unit 3, Las Vegas, NV, 89110",Match,Exact,"816 HEDGE WAY, LAS VEGAS, NV, 89110","-115.09757,36.17875",201874484,L
244,"9342 Autumn View Ave, Las Vegas, NV, 89178",Match,Exact,"9342 AUTUMN VIEW AVE, LAS VEGAS, NV, 89178","-115.29639,36.019825",640463787,R
245,", Las Vegas, NV, 89120",No_Match,,,,,
246,"10669 Oak Crest Ave, Las Vegas, NV, 89144",No_Match,,,,,
247,"7300 W Pirates Cove Rd Unit: 2056, Las Vegas, NV, 89145",Tie,,,,,
248,"1355 Wind Cove St, Las Vegas, NV, 89110",Match,Exact,"1355 WIND COVE ST, LAS VEGAS, NV, 89110","-115.03571,36.182884",201949855,L
249,"11762 Pine Shadows St, Las Vegas, NV, 89183",Match,Exact,"11762 PINE SHADOWS ST, LAS VEGAS, NV, 89183","-115.16949,35.976006",635000796,L
250,"8609 Surtidor Dr, Las Vegas, NV, 89117",Match,Exact,"8609 SURTIDOR DR, LAS VEGAS, NV, 89117","-115.28082,36.153187",201890491,L
251,"7908 Ben Hogan Dr, Las Vegas, NV, 89149",Match,Exact,"7908 BEN HOGAN DR, LAS VEGAS, NV, 89149","-115.26805,36.257313",201888768,R
252,"3020 Stern Dr, Las Vegas, NV, 89117",Match,Exact,"3020 STERN DR, LAS VEGAS, NV, 89117","-115.30102,36.13646",201891483,R
253,"4525 Dean Martin Dr Unit 3003, Las Vegas, NV, 89103",No_Match,,,,,
254,"2336 Panisse Ave, Henderson, NV, 89044",Match,Exact,"2336 PANISSE AVE, HENDERSON, NV, 89044","-115.08879,35.926533",627156722,R
255,", North Las Vegas, NV, 89131",No_Match,,,,,
256,"4584 Inland Ct, Las Vegas, NV, 89147",Match,Exact,"4584 INLAND CT, LAS VEGAS, NV, 89147","-115.24369,36.105446",201965386,L
257,"5934 Rothbury Ave, Las Vegas, NV, 89141",Match,Exact,"5934 ROTHBURY AVE, LAS VEGAS, NV, 89141","-115.22281,35.997417",201998263,R
258,"Sandpiper, Las Vegas, NV, 89115",No_Match,,,,,
259,"6165 Duncan Dr, Las Vegas, NV, 89108",Match,Exact,"6165 DUNCAN DR, LAS VEGAS, NV, 89108","-115.229004,36.226353",201945007,L
260,"3046 Tarpon Dr Unit 104, Las Vegas, NV, 89120",Match,Exact,"3046 TARPON DR, LAS VEGAS, NV, 89120","-115.106766,36.09378",201911812,L
261,"7011 Jurani St, Las Vegas, NV, 89131",Match,Exact,"7011 JURANI ST, LAS VEGAS, NV, 89131","-115.25524,36.28754",201951129,R
262,"7597 Hope Valley St, Las Vegas, NV, 89139",Match,Exact,"7597 HOPE VALLEY ST, LAS VEGAS, NV, 89139","-115.23012,36.051136",202002890,R
263,"8985 S Durango Dr Unit: 1139, Las Vegas, NV, 89113",Match,Non_Exact,"8985 S DURANGO DR, LAS VEGAS, NV, 89113","-115.27912,36.02186",627160767,R
264,"1908 Desert Falls Ct Unit 107, Las Vegas, NV, 89128",Match,Exact,"1908 DESERT FALLS CT, LAS VEGAS, NV, 89128","-115.26757,36.196358",201917581,L
265,"1816 Parkchester Dr, Las Vegas, NV, 89108",Match,Exact,"1816 PARKCHESTER DR, LAS VEGAS, NV, 89108","-115.199234,36.193977",201864062,R
266,"7328 Empress Dr, Las Vegas, NV, 89147",Match,Exact,"7328 EMPRESS DR, LAS VEGAS, NV, 89147","-115.25162,36.108807",201861745,R
267,"1705 Navajo Lake Way, Las Vegas, NV, 89128",Match,Exact,"1705 NAVAJO LAKE WAY, LAS VEGAS, NV, 89128","-115.255196,36.191223",201905072,L
268,"10925 Saint Rafael St, Las Vegas, NV, 89141",Match,Exact,"10925 SAINT RAFAEL ST, LAS VEGAS, NV, 89141","-115.21923,35.990845",201990059,L
269,"1787 Solvang Mill Dr, Las Vegas, NV, 89135",Match,Exact,"1787 SOLVANG MILL DR, LAS VEGAS, NV, 89135","-115.33835,36.15321",641472513,L
270,"Vienna, Las Vegas, NV, 89166",No_Match,,,,,
271,"8307 Fort Hallock Ave, Las Vegas, NV, 89131",Match,Exact,"8307 FORT HALLOCK AVE, LAS VEGAS, NV, 89131","-115.276726,36.297417",632185697,R
272,"304 Orland St Apt 53, Las Vegas, NV, 89107",Match,Exact,"304 ORLAND ST, LAS VEGAS, NV, 89107","-115.22013,36.176025",201860661,R
273,"9905 Tamarack Landing Way, Las Vegas, NV, 89117",Match,Exact,"9905 TAMARACK LANDING WAY, LAS VEGAS, NV, 89117","-115.31141,36.13408",201891663,L
274,"9000 Bald Eagle Dr, Las Vegas, NV, 89134",Match,Exact,"9000 BALD EAGLE DR, LAS VEGAS, NV, 89134","-115.291306,36.19804",201903895,R
275,"919 Serena Veneda Ln, Las Vegas, NV, 89138",Match,Exact,"919 SERENA VENEDA LN, LAS VEGAS, NV, 89138","-115.3633,36.162388",612683913,R
276,"2109 Willowbury Dr Unit C, Las Vegas, NV, 89108",Match,Exact,"2109 WILLOWBURY DR, LAS VEGAS, NV, 89108","-115.236465,36.198334",201900021,R
277,"2860 Prestonwood St, Las Vegas, NV, 89156",Match,Exact,"2860 PRESTONWOOD ST, LAS VEGAS, NV, 89156","-115.031044,36.21198",201967118,R
278,"6393 Adrock Ct, Las Vegas, NV, 89110",Match,Exact,"6393 ADROCK CT, LAS VEGAS, NV, 89110","-115.032906,36.17911",201954378,R
279,"8044 Aztec Basin Ave, Las Vegas, NV, 89131",Match,Exact,"8044 AZTEC BASIN AVE, LAS VEGAS, NV, 89131","-115.27111,36.285236",626495801,R
280,"7413 Delectable Ct, Las Vegas, NV, 89149",Match,Exact,"7413 DELECTABLE CT, LAS VEGAS, NV, 89149","-115.29542,36.29579",612692736,L
281,"7930 Polonaise Ave, Las Vegas, NV, 89123",Match,Non_Exact,"7930 POLONAISE, LAS VEGAS, NV, 89123","-115.13726,36.045208",201902982,L
282,", Las Vegas, NV, 89129",No_Match,,,,,
283,"7914 Coronado Coast St, Las Vegas, NV, 89139",Match,Exact,"7914 CORONADO COAST ST, LAS VEGAS, NV, 89139","-115.232056,36.04479",612685166,L
284,"11447 Morning Grove Dr, Las Vegas, NV, 89135",Match,Exact,"11447 MORNING GROVE DR, LAS VEGAS, NV, 89135","-115.34409,36.149025",201956927,L
285,"8904 Borla Dr, Las Vegas, NV, 89117",Match,Exact,"8904 BORLA DR, LAS VEGAS, NV, 89117","-115.289406,36.156868",201897238,R
286,"3726 Las Vegas Blvd S Unit 2406, Las Vegas, NV, 89158",Match,Exact,"3726 LAS VEGAS BLVD S, LAS VEGAS, NV, 89158","-115.173,36.107418",624818263,R
287,"Dove, Las Vegas, NV, 89166",No_Match,,,,,
288,"5004 S Ridge Club Dr, Las Vegas, NV, 89103",Match,Exact,"5004 S RIDGE CLUB DR, LAS VEGAS, NV, 89103","-115.20939,36.105766",201863425,R
289,"210 E Flamingo Rd Unit 310, Las Vegas, NV, 89169",Match,Non_Exact,"210 E FLAMINGO RD, LAS VEGAS, NV, 89169","-115.163315,36.11457",640233483,L
290,"3332 Kenbrook St, Las Vegas, NV, 89121",No_Match,,,,,
291,"5171 N Pioneer Way, Las Vegas, NV, 89149",Match,Exact,"5171 N PIONEER WAY, LAS VEGAS, NV, 89149","-115.25597,36.25486",201857233,L
292,"7922 Lookout Rock Cir, Las Vegas, NV, 89129",Match,Exact,"7922 LOOKOUT ROCK CIR, LAS VEGAS, NV, 89129","-115.26834,36.24242",627060862,R
293,"4056 Dream Day St, Las Vegas, NV, 89129",Match,Exact,"4056 DREAM DAY ST, LAS VEGAS, NV, 89129","-115.25296,36.235256",612989650,R
294,"8564 Calomeria Ct, Las Vegas, NV, 89149",Match,Non_Exact,"8564 W CALOMERIA CT, LAS VEGAS, NV, 89149","-115.28317,36.282173",627161880,L
295,"3716 Casellina Ct, Las Vegas, NV, 89141",Match,Exact,"3716 CASELLINA CT, LAS VEGAS, NV, 89141","-115.18876,35.986465",201978896,R
296,"4221 Coran Ln, Las Vegas, NV, 89108",Match,Exact,"4221 CORAN LN, LAS VEGAS, NV, 89108","-115.197624,36.195557",201864069,L
297,", Las Vegas, NV, 89113",No_Match,,,,,
298,"8261 Campana Dr, Las Vegas, NV, 89147",Match,Exact,"8261 CAMPANA DR, LAS VEGAS, NV, 89147","-115.27169,36.103226",201900314,L
299,"145 E Harmon Ave # 820, Las Vegas, NV, 89109",Match,Non_Exact,"145 E HARMON AVE, LAS VEGAS, NV, 89109","-115.16659,36.108017",642014365,R
300,"5253 Starter Ave, Las Vegas, NV, 89156",Match,Exact,"5253 STARTER AVE, LAS VEGAS, NV, 89156","-115.05896,36.200653",612683465,R
301,"8985 S Durango Dr Unit: 2190, Las Vegas, NV, 89113",Match,Non_Exact,"8985 S DURANGO DR, LAS VEGAS, NV, 89113","-115.27912,36.02186",627160767,R
302,", Las Vegas, NV, 89148",No_Match,,,,,
303,"9242 Aqueduct St, Las Vegas, NV, 89123",Match,Exact,"9242 AQUEDUCT ST, LAS VEGAS, NV, 89123","-115.16397,36.021828",201969013,L
304,"212 Stanford St, Las Vegas, NV, 89107",Match,Exact,"212 STANFORD ST, LAS VEGAS, NV, 89107","-115.209236,36.175476",201860959,R
305,"1935 Plan, Las Vegas, NV, 89122",No_Match,,,,,
306,"5040 S Rainbow Bl Unit: 101, Las Vegas, NV, 89118",Match,Non_Exact,"5040 S RAINBOW BLVD, LAS VEGAS, NV, 89118","-115.24302,36.097027",624610161,L
307,"3624 Sable Palm St, Las Vegas, NV, 89032",Match,Non_Exact,"3624 SABLE PALM ST, NORTH LAS VEGAS, NV, 89032","-115.15311,36.22584",201909123,R
308,"165 Chateau Whistler Ct, Las Vegas, NV, 89148",Match,Exact,"165 CHATEAU WHISTLER CT, LAS VEGAS, NV, 89148","-115.28383,36.04801",201941099,R
309,"8192 Whiteriver Plateau Ln, Las Vegas, NV, 89178",Match,Exact,"8192 WHITERIVER PLATEAU LN, LAS VEGAS, NV, 89178","-115.26996,36.01641",627620697,L
310,"3400 Cabana Dr Unit 2022, Las Vegas, NV, 89122",Match,Exact,"3400 CABANA DR, LAS VEGAS, NV, 89122","-115.05624,36.127464",201949455,L
311,"3928 Blushing Hearts Rd, Las Vegas, NV, 89115",Match,Exact,"3928 BLUSHING HEARTS RD, LAS VEGAS, NV, 89115","-115.075096,36.23158",612689143,R
312,"812 Canterbury Cross Pl, Las Vegas, NV, 89144",Match,Exact,"812 CANTERBURY CROSS PL, LAS VEGAS, NV, 89144","-115.3218,36.181175",201924538,R
313,"1823 Camino Verde Ln, Las Vegas, NV, 89119",Match,Exact,"1823 CAMINO VERDE LN, LAS VEGAS, NV, 89119","-115.127174,36.107986",201871400,R
314,"3550 Plan, Las Vegas, NV, 89123",No_Match,,,,,
315,"6505 Taylor Creek Ave, Las Vegas, NV, 89130",Match,Exact,"6505 TAYLOR CREEK AVE, LAS VEGAS, NV, 89130","-115.23886,36.260944",636805255,L
316,"8844 Villa Ridge Dr, Las Vegas, NV, 89134",Match,Exact,"8844 VILLA RIDGE DR, LAS VEGAS, NV, 89134","-115.287674,36.217136",201893847,L
317,"3540 Cactus Shadow St Unit 203, Las Vegas, NV, 89129",Match,Exact,"3540 CACTUS SHADOW ST, LAS VEGAS, NV, 89129","-115.3313,36.224903",612985958,R
318,"678 Mystic Cliffs Ave, Las Vegas, NV, 89183",Match,Exact,"678 MYSTIC CLIFFS AVE, LAS VEGAS, NV, 89183","-115.148674,35.99797",612688553,L
319,"6013 Jubilee Gardens Ave, Las Vegas, NV, 89131",Match,Exact,"6013 JUBILEE GARDENS AVE, LAS VEGAS, NV, 89131","-115.225395,36.291225",612678116,L
320,", Las Vegas, NV, 89120",No_Match,,,,,
321,"8908 Glenistar Gate Ave, Las Vegas, NV, 89143",Match,Exact,"8908 GLENISTAR GATE AVE, LAS VEGAS, NV, 89143","-115.28983,36.32451",201970699,R
322,"8784 Blue Wolf St, Las Vegas, NV, 89123",Match,Exact,"8784 BLUE WOLF ST, LAS VEGAS, NV, 89123","-115.12785,36.029896",632849785,L
323,"1197 Oberlin Ct, Las Vegas, NV, 89135",Match,Exact,"1197 OBERLIN CT, LAS VEGAS, NV, 89135","-115.34813,36.15778",612687447,R
324,"53 Painted Feather Way, Las Vegas, NV, 89135",Match,Exact,"53 PAINTED FEATHER WAY, LAS VEGAS, NV, 89135","-115.34319,36.120197",641512073,L
325,"7885 W Flamingo Rd Unit 2001, Las Vegas, NV, 89147",Match,Non_Exact,"7885 W FLAMINGO RD, LAS VEGAS, NV, 89147","-115.26283,36.11467",201861694,L
326,"10034 Floragold Ct, Las Vegas, NV, 89147",Match,Exact,"10034 FLORAGOLD CT, LAS VEGAS, NV, 89147","-115.31119,36.125034",201932593,R
327,"7619 Engleberg Ave, Las Vegas, NV, 89178",Match,Non_Exact,"7619 W ENGLEBERG AVE, LAS VEGAS, NV, 89178","-115.25788,35.99886",627347456,R
328,", Las Vegas, NV, 89122",No_Match,,,,,
329,"2994 Monte Rosa Ave, Las Vegas, NV, 89120",Match,Exact,"2994 MONTE ROSA AVE, LAS VEGAS, NV, 89120","-115.108406,36.063736",201897547,L
330,"9569 W Cherokee Ave, Las Vegas, NV, 89147",Match,Exact,"9569 W CHEROKEE AVE, LAS VEGAS, NV, 89147","-115.30097,36.12426",201933008,L
331,"2080 Karen Ave Unit C69, Las Vegas, NV, 89169",Match,Exact,"2080 KAREN AVE, LAS VEGAS, NV, 89169","-115.12368,36.140755",201870906,L
332,"607 Orchard Course Dr, Las Vegas, NV, 89148",Match,Exact,"607 ORCHARD COURSE DR, LAS VEGAS, NV, 89148","-115.29417,36.03652",627338386,L
333,"2420 Antrim Irish Dr, Las Vegas, NV, 89044",Match,Exact,"2420 ANTRIM IRISH DR, LAS VEGAS, NV, 89044","-115.110725,35.937996",612986352,L
334,"9575 S Decatur Blvd, Las Vegas, NV, 89139",Match,Exact,"9575 S DECATUR BLVD, LAS VEGAS, NV, 89139","-115.20779,36.015774",201902339,R
335,"9612 Glengarry Dr, Las Vegas, NV, 89129",Match,Exact,"9612 GLENGARRY DR, LAS VEGAS, NV, 89129","-115.303955,36.224186",201905686,R
336,"7504 Jockey Ave, Las Vegas, NV, 89130",Match,Exact,"7504 JOCKEY AVE, LAS VEGAS, NV, 89130","-115.25735,36.271248",202001166,R
337,"2712 Gilmary Ave, Las Vegas, NV, 89102",Match,Exact,"2712 GILMARY AVE, LAS VEGAS, NV, 89102","-115.17778,36.15246",201864929,R
338,"211 E Flamingo Rd # 1417, Las Vegas, NV, 89169",Match,Non_Exact,"211 E FLAMINGO RD, LAS VEGAS, NV, 89169","-115.163315,36.11456",640233483,R
339,"9069 San Marin St, Las Vegas, NV, 89123",Match,Exact,"9069 SAN MARIN ST, LAS VEGAS, NV, 89123","-115.15873,36.025448",201925776,R
340,"3450 Saint Nazaire Ave, Las Vegas, NV, 89141",Match,Exact,"3450 SAINT NAZAIRE AVE, LAS VEGAS, NV, 89141","-115.18652,35.990566",201998029,R
341,"1529 Saylor Wy, Las Vegas, NV, 89108",Match,Exact,"1529 SAYLOR WAY, LAS VEGAS, NV, 89108","-115.220024,36.1876",201860568,L
342,", Las Vegas, NV, 89107",No_Match,,,,,
343,"5339 Aurora Beam Ave, Las Vegas, NV, 89122",No_Match,,,,,
344,"1984 Via Del Gradi Wk, Henderson, NV, 89044",No_Match,,,,,
345,"6844 Brier Creek Ln, Las Vegas, NV, 89131",Match,Exact,"6844 BRIER CREEK LA, LAS VEGAS, NV, 89131","-115.24345,36.306137",612698951,R
